label,qname,qdcount,ancount,arcount,nscount,qd_qname_len,qd_qname_shannon,qd_qtype,an_rrname_len,an_rrname_shannon,an_type,an_ttl,an_rdata_len,an_rdata_shannon,ar_rrname_len,ar_rrname_shanonn,ar_type,ar_rdata_len,ar_rdata_shannon
0,tsc-241.cape.com.,1,0,1,0,17,3.5280643115840498,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,cdn.internetmatters.org.,1,0,1,0,24,3.459147917027245,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.idsardi.net.,1,0,1,0,16,3.1556390622295662,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,rising.com.cn.,1,0,1,0,14,3.039148671903072,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,cdn.sonnenlandimmobilien.de.,1,0,1,0,28,3.3598790287368607,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.followus.com.,1,0,1,0,17,2.939829017466402,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,pciego.googlepages.com.,1,0,1,0,23,3.240528260216712,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.generesit.com.,1,0,1,0,19,3.5368867237421693,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.idoplan.com.,1,0,1,0,17,3.219528282299549,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,ghs-svc-https-c228.ghs-ssl.googlehosted.com.,1,0,1,0,44,3.7512211763934302,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,i-brokers.agilecrm.com.,1,0,1,0,23,3.675310868912364,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,stevereed.googlepages.com.,1,0,1,0,26,3.47834596772504,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,mail.goldilocks.com.,1,0,1,0,20,3.3086949695628425,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,tsa-191.cape.com.,1,0,1,0,17,3.4548223999466066,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.tmkrubber.com.,1,0,1,0,19,3.5368867237421693,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,cdn.streethub.com.,1,0,1,0,18,3.5724312513221195,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.nugen.tech.,1,0,1,0,15,3.0062389286533886,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,mail.candyapplemedia.com.,1,0,1,0,25,3.4634651896016466,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.natestump.com.,1,0,1,0,19,3.5368867237421693,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,shop.thaismileair.com.,1,0,1,0,22,3.5726236638951634,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.lettershop-berlin.de.,1,0,1,0,25,3.7034651896016464,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.minatitlan.gob.mx.,1,0,1,0,23,3.2946635862096043,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.mercury.co.nz.,1,0,1,0,18,3.2390979179887864,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.winnerwinner.online.,1,0,1,0,24,2.7772925846689,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,69-7-10-72.rev.cape.com.,1,0,1,0,24,3.803508854797679,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,mail.whh-foundation.org.,1,0,1,0,24,3.855388542207536,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.4056390622295662
0,www.gamifier.com.,1,0,1,0,17,3.2927701939369904,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.myhummy.com.,1,0,1,0,17,3.0071964896856174,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,postcardsrus.agilecrm.com.,1,0,1,0,26,3.7381493331928666,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.dubucmotors.com.,1,0,1,0,21,3.52257158913636,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,play.online.backgammon.googlepages.com.,1,0,1,0,39,3.6895347584128255,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,news.hotelspecials.se.,1,0,1,0,22,3.4251185503571384,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.gerrigilliland.com.,1,0,1,0,24,3.386842188131012,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.circlestop.com.,1,0,1,0,19,3.391892644680933,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,fcom-legacy.aws.prod.flixster.com.,1,0,1,0,34,4.054538856580819,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.dryvesolutions.com.,1,0,1,0,23,3.8164027166443866,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
